"Student_ID","subject","subject_score","tile","grade","points","total_points","student_total_score","a_student","avg_student_total_points_per_grade","avg_a_student_grade_score"
67,"English",67,1,"F",1,28,536,0,31.66,568.817158931083
91,"English",67,1,"F",1,28,533,1,31.66,568.817158931083
104,"English",67,1,"F",1,30,544,0,31.66,568.817158931083
157,"English",67,1,"F",1,32,548,0,31.66,568.817158931083
189,"English",67,1,"F",1,30,531,1,31.66,568.817158931083
199,"English",67,1,"F",1,25,522,0,31.66,568.817158931083
277,"English",67,1,"F",1,25,521,0,31.66,568.817158931083
371,"English",67,1,"F",1,47,607,1,31.66,568.817158931083
510,"English",67,1,"F",1,42,578,1,31.66,568.817158931083
584,"English",67,2,"E",2,35,556,1,33.31,568.817158931083
587,"English",67,2,"E",2,35,558,1,33.31,568.817158931083
617,"English",67,2,"E",2,36,558,1,33.31,568.817158931083
700,"English",67,2,"E",2,41,570,1,33.31,568.817158931083
768,"English",67,2,"E",2,40,563,1,33.31,568.817158931083
794,"English",67,2,"E",2,23,513,1,33.31,568.817158931083
795,"English",67,2,"E",2,38,564,1,33.31,568.817158931083
796,"English",67,2,"E",2,36,556,0,33.31,568.817158931083
881,"English",67,2,"E",2,30,533,1,33.31,568.817158931083
901,"English",67,2,"E",2,44,579,1,33.31,568.817158931083
903,"English",67,2,"E",2,19,487,0,33.31,568.817158931083
949,"English",67,2,"E",2,34,551,0,33.31,568.817158931083
953,"English",67,2,"E",2,42,573,1,33.31,568.817158931083
954,"English",67,2,"E",2,28,527,1,33.31,568.817158931083
957,"English",67,2,"E",2,41,574,1,33.31,568.817158931083
15,"English",66,1,"F",1,31,545,1,31.66,568.817158931083
106,"English",66,1,"F",1,31,539,1,31.66,568.817158931083
149,"English",66,1,"F",1,47,605,1,31.66,568.817158931083
152,"English",66,1,"F",1,24,525,0,31.66,568.817158931083
177,"English",66,1,"F",1,25,527,0,31.66,568.817158931083
186,"English",66,1,"F",1,26,514,0,31.66,568.817158931083
188,"English",66,1,"F",1,43,592,1,31.66,568.817158931083
258,"English",66,1,"F",1,24,529,0,31.66,568.817158931083
296,"English",66,1,"F",1,36,558,1,31.66,568.817158931083
359,"English",66,1,"F",1,15,483,0,31.66,568.817158931083
399,"English",66,1,"F",1,38,565,1,31.66,568.817158931083
616,"English",66,1,"F",1,38,563,1,31.66,568.817158931083
652,"English",66,1,"F",1,27,523,0,31.66,568.817158931083
670,"English",66,1,"F",1,22,513,0,31.66,568.817158931083
697,"English",66,1,"F",1,30,546,1,31.66,568.817158931083
783,"English",66,1,"F",1,26,521,0,31.66,568.817158931083
851,"English",66,1,"F",1,16,484,0,31.66,568.817158931083
875,"English",66,1,"F",1,36,549,1,31.66,568.817158931083
25,"English",65,1,"F",1,47,596,1,31.66,568.817158931083
60,"English",65,1,"F",1,19,493,0,31.66,568.817158931083
92,"English",65,1,"F",1,33,550,1,31.66,568.817158931083
108,"English",65,1,"F",1,23,515,0,31.66,568.817158931083
211,"English",65,1,"F",1,27,514,1,31.66,568.817158931083
226,"English",65,1,"F",1,36,552,1,31.66,568.817158931083
264,"English",65,1,"F",1,26,524,1,31.66,568.817158931083
368,"English",65,1,"F",1,41,583,1,31.66,568.817158931083
380,"English",65,1,"F",1,43,588,1,31.66,568.817158931083
390,"English",65,1,"F",1,40,576,1,31.66,568.817158931083
393,"English",65,1,"F",1,25,517,0,31.66,568.817158931083
395,"English",65,1,"F",1,39,564,1,31.66,568.817158931083
415,"English",65,1,"F",1,32,534,1,31.66,568.817158931083
441,"English",65,1,"F",1,28,535,1,31.66,568.817158931083
459,"English",65,1,"F",1,21,512,0,31.66,568.817158931083
479,"English",65,1,"F",1,24,516,1,31.66,568.817158931083
518,"English",65,1,"F",1,23,506,0,31.66,568.817158931083
559,"English",65,1,"F",1,45,601,1,31.66,568.817158931083
569,"English",65,1,"F",1,29,535,1,31.66,568.817158931083
596,"English",65,1,"F",1,20,498,0,31.66,568.817158931083
623,"English",65,1,"F",1,27,519,1,31.66,568.817158931083
694,"English",65,1,"F",1,43,577,0,31.66,568.817158931083
701,"English",65,1,"F",1,26,516,0,31.66,568.817158931083
707,"English",65,1,"F",1,38,564,1,31.66,568.817158931083
750,"English",65,1,"F",1,29,534,0,31.66,568.817158931083
769,"English",65,1,"F",1,44,581,1,31.66,568.817158931083
804,"English",65,1,"F",1,21,505,0,31.66,568.817158931083
835,"English",65,1,"F",1,35,550,0,31.66,568.817158931083
844,"English",65,1,"F",1,50,605,1,31.66,568.817158931083
848,"English",65,1,"F",1,30,537,0,31.66,568.817158931083
864,"English",65,1,"F",1,44,579,1,31.66,568.817158931083
879,"English",65,1,"F",1,40,564,1,31.66,568.817158931083
882,"English",65,1,"F",1,20,508,0,31.66,568.817158931083
921,"English",65,1,"F",1,20,497,0,31.66,568.817158931083
927,"English",65,1,"F",1,28,523,1,31.66,568.817158931083
977,"English",65,1,"F",1,36,556,1,31.66,568.817158931083
999,"English",65,1,"F",1,27,518,1,31.66,568.817158931083
62,"English",64,1,"F",1,32,543,1,31.66,568.817158931083
94,"English",64,1,"F",1,37,556,1,31.66,568.817158931083
122,"English",64,1,"F",1,33,548,0,31.66,568.817158931083
133,"English",64,1,"F",1,25,524,0,31.66,568.817158931083
135,"English",64,1,"F",1,34,562,1,31.66,568.817158931083
169,"English",64,1,"F",1,47,609,1,31.66,568.817158931083
172,"English",64,1,"F",1,28,517,0,31.66,568.817158931083
195,"English",64,1,"F",1,33,556,0,31.66,568.817158931083
248,"English",64,1,"F",1,24,512,1,31.66,568.817158931083
287,"English",64,1,"F",1,38,565,1,31.66,568.817158931083
325,"English",64,1,"F",1,43,586,1,31.66,568.817158931083
354,"English",64,1,"F",1,27,525,0,31.66,568.817158931083
377,"English",64,1,"F",1,49,613,1,31.66,568.817158931083
378,"English",64,1,"F",1,28,522,1,31.66,568.817158931083
416,"English",64,1,"F",1,32,534,0,31.66,568.817158931083
421,"English",64,1,"F",1,17,481,0,31.66,568.817158931083
455,"English",64,1,"F",1,36,550,1,31.66,568.817158931083
481,"English",64,1,"F",1,24,514,1,31.66,568.817158931083
513,"English",64,1,"F",1,34,542,1,31.66,568.817158931083
542,"English",64,1,"F",1,19,492,1,31.66,568.817158931083
545,"English",64,1,"F",1,25,515,1,31.66,568.817158931083
576,"English",64,1,"F",1,30,533,1,31.66,568.817158931083
600,"English",64,1,"F",1,51,620,1,31.66,568.817158931083
682,"English",64,1,"F",1,20,497,1,31.66,568.817158931083
743,"English",64,1,"F",1,28,530,0,31.66,568.817158931083
798,"English",64,1,"F",1,31,549,0,31.66,568.817158931083
812,"English",64,1,"F",1,29,527,1,31.66,568.817158931083
828,"English",64,1,"F",1,42,576,1,31.66,568.817158931083
877,"English",64,1,"F",1,29,524,1,31.66,568.817158931083
878,"English",64,1,"F",1,22,505,0,31.66,568.817158931083
906,"English",64,1,"F",1,28,533,0,31.66,568.817158931083
926,"English",64,1,"F",1,47,596,1,31.66,568.817158931083
952,"English",64,1,"F",1,43,584,1,31.66,568.817158931083
40,"English",63,1,"F",1,26,526,1,31.66,568.817158931083
79,"English",63,1,"F",1,29,533,1,31.66,568.817158931083
265,"English",63,1,"F",1,35,551,1,31.66,568.817158931083
294,"English",63,1,"F",1,41,580,1,31.66,568.817158931083
326,"English",63,1,"F",1,47,590,1,31.66,568.817158931083
329,"English",63,1,"F",1,37,567,1,31.66,568.817158931083
355,"English",63,1,"F",1,27,526,1,31.66,568.817158931083
391,"English",63,1,"F",1,19,499,0,31.66,568.817158931083
422,"English",63,1,"F",1,35,544,1,31.66,568.817158931083
424,"English",63,1,"F",1,34,556,0,31.66,568.817158931083
469,"English",63,1,"F",1,31,546,1,31.66,568.817158931083
486,"English",63,1,"F",1,41,572,1,31.66,568.817158931083
530,"English",63,1,"F",1,43,594,1,31.66,568.817158931083
728,"English",63,1,"F",1,43,582,1,31.66,568.817158931083
774,"English",63,1,"F",1,25,511,1,31.66,568.817158931083
787,"English",63,1,"F",1,38,560,1,31.66,568.817158931083
907,"English",63,1,"F",1,26,517,0,31.66,568.817158931083
938,"English",63,1,"F",1,24,510,1,31.66,568.817158931083
944,"English",63,1,"F",1,42,578,1,31.66,568.817158931083
946,"English",63,1,"F",1,36,559,0,31.66,568.817158931083
960,"English",63,1,"F",1,19,492,0,31.66,568.817158931083
121,"English",62,1,"F",1,21,503,0,31.66,568.817158931083
204,"English",62,1,"F",1,32,542,1,31.66,568.817158931083
219,"English",62,1,"F",1,38,564,1,31.66,568.817158931083
222,"English",62,1,"F",1,35,549,1,31.66,568.817158931083
283,"English",62,1,"F",1,20,503,0,31.66,568.817158931083
316,"English",62,1,"F",1,37,567,1,31.66,568.817158931083
400,"English",62,1,"F",1,34,556,1,31.66,568.817158931083
404,"English",62,1,"F",1,26,529,1,31.66,568.817158931083
429,"English",62,1,"F",1,27,519,0,31.66,568.817158931083
443,"English",62,1,"F",1,32,541,0,31.66,568.817158931083
521,"English",62,1,"F",1,16,472,0,31.66,568.817158931083
683,"English",62,1,"F",1,36,556,1,31.66,568.817158931083
699,"English",62,1,"F",1,27,512,1,31.66,568.817158931083
832,"English",62,1,"F",1,34,548,1,31.66,568.817158931083
968,"English",62,1,"F",1,23,503,1,31.66,568.817158931083
148,"English",61,1,"F",1,16,484,0,31.66,568.817158931083
161,"English",61,1,"F",1,46,592,1,31.66,568.817158931083
270,"English",61,1,"F",1,33,549,1,31.66,568.817158931083
509,"English",61,1,"F",1,31,535,1,31.66,568.817158931083
520,"English",61,1,"F",1,21,497,1,31.66,568.817158931083
553,"English",61,1,"F",1,39,564,1,31.66,568.817158931083
561,"English",61,1,"F",1,28,529,0,31.66,568.817158931083
612,"English",61,1,"F",1,29,531,0,31.66,568.817158931083
708,"English",61,1,"F",1,28,525,1,31.66,568.817158931083
724,"English",61,1,"F",1,45,583,1,31.66,568.817158931083
760,"English",61,1,"F",1,43,581,1,31.66,568.817158931083
834,"English",61,1,"F",1,41,574,1,31.66,568.817158931083
975,"English",61,1,"F",1,45,586,1,31.66,568.817158931083
984,"English",61,1,"F",1,31,532,1,31.66,568.817158931083
993,"English",61,1,"F",1,42,569,1,31.66,568.817158931083
73,"English",60,1,"F",1,21,505,0,31.66,568.817158931083
197,"English",60,1,"F",1,51,607,1,31.66,568.817158931083
261,"English",60,1,"F",1,34,547,1,31.66,568.817158931083
292,"English",60,1,"F",1,26,520,1,31.66,568.817158931083
293,"English",60,1,"F",1,16,481,0,31.66,568.817158931083
317,"English",60,1,"F",1,31,523,1,31.66,568.817158931083
419,"English",60,1,"F",1,33,548,0,31.66,568.817158931083
447,"English",60,1,"F",1,35,554,0,31.66,568.817158931083
462,"English",60,1,"F",1,33,547,1,31.66,568.817158931083
467,"English",60,1,"F",1,20,490,0,31.66,568.817158931083
503,"English",60,1,"F",1,25,515,0,31.66,568.817158931083
507,"English",60,1,"F",1,32,541,1,31.66,568.817158931083
540,"English",60,1,"F",1,20,497,0,31.66,568.817158931083
562,"English",60,1,"F",1,40,569,1,31.66,568.817158931083
698,"English",60,1,"F",1,35,538,1,31.66,568.817158931083
719,"English",60,1,"F",1,28,520,1,31.66,568.817158931083
759,"English",60,1,"F",1,35,542,1,31.66,568.817158931083
909,"English",60,1,"F",1,30,535,0,31.66,568.817158931083
928,"English",60,1,"F",1,55,617,1,31.66,568.817158931083
24,"Geography",100,6,"A",10,46,604,1,41.06,568.817158931083
84,"Geography",100,6,"A",10,51,605,1,41.06,568.817158931083
92,"Geography",100,6,"A",10,33,550,1,41.06,568.817158931083
99,"Geography",100,6,"A",10,44,592,1,41.06,568.817158931083
116,"Geography",100,6,"A",10,36,563,1,41.06,568.817158931083
208,"Geography",100,6,"A",10,34,550,1,41.06,568.817158931083
302,"Geography",100,6,"A",10,43,590,1,41.06,568.817158931083
368,"Geography",100,6,"A",10,41,583,1,41.06,568.817158931083
377,"Geography",100,6,"A",10,49,613,1,41.06,568.817158931083
396,"Geography",100,6,"A",10,35,559,1,41.06,568.817158931083
407,"Geography",100,6,"A",10,43,576,1,41.06,568.817158931083
465,"Geography",100,6,"A",10,44,602,1,41.06,568.817158931083
493,"Geography",100,6,"A",10,43,584,1,41.06,568.817158931083
528,"Geography",100,6,"A",10,50,610,1,41.06,568.817158931083
529,"Geography",100,6,"A",10,43,582,1,41.06,568.817158931083
530,"Geography",100,6,"A",10,43,594,1,41.06,568.817158931083
571,"Geography",100,6,"A",10,34,553,1,41.06,568.817158931083
584,"Geography",100,6,"A",10,35,556,1,41.06,568.817158931083
609,"Geography",100,6,"A",10,48,608,1,41.06,568.817158931083
614,"Geography",100,6,"A",10,35,560,1,41.06,568.817158931083
639,"Geography",100,6,"A",10,44,590,1,41.06,568.817158931083
666,"Geography",100,6,"A",10,36,561,1,41.06,568.817158931083
697,"Geography",100,6,"A",10,30,546,1,41.06,568.817158931083
715,"Geography",100,6,"A",10,46,601,1,41.06,568.817158931083
732,"Geography",100,6,"A",10,36,566,1,41.06,568.817158931083
736,"Geography",100,6,"A",10,42,596,1,41.06,568.817158931083
773,"Geography",100,6,"A",10,34,561,1,41.06,568.817158931083
786,"Geography",100,6,"A",10,32,552,1,41.06,568.817158931083
844,"Geography",100,6,"A",10,50,605,1,41.06,568.817158931083
954,"Geography",100,6,"A",10,28,527,1,41.06,568.817158931083
974,"Geography",100,6,"A",10,35,549,1,41.06,568.817158931083
175,"Geography",99,6,"A",10,37,566,1,41.06,568.817158931083
222,"Geography",99,6,"A",10,35,549,1,41.06,568.817158931083
235,"Geography",99,6,"A",10,44,580,1,41.06,568.817158931083
237,"Geography",99,6,"A",10,35,565,1,41.06,568.817158931083
259,"Geography",99,6,"A",10,49,610,1,41.06,568.817158931083
262,"Geography",99,6,"A",10,43,587,1,41.06,568.817158931083
267,"Geography",99,6,"A",10,48,612,1,41.06,568.817158931083
325,"Geography",99,6,"A",10,43,586,1,41.06,568.817158931083
341,"Geography",99,6,"A",10,44,581,1,41.06,568.817158931083
357,"Geography",99,6,"A",10,37,554,1,41.06,568.817158931083
444,"Geography",99,6,"A",10,38,566,1,41.06,568.817158931083
533,"Geography",99,6,"A",10,46,591,1,41.06,568.817158931083
547,"Geography",99,6,"A",10,45,596,1,41.06,568.817158931083
559,"Geography",99,6,"A",10,45,601,1,41.06,568.817158931083
570,"Geography",99,6,"A",10,32,535,1,41.06,568.817158931083
586,"Geography",99,6,"A",10,36,557,1,41.06,568.817158931083
617,"Geography",99,6,"A",10,36,558,1,41.06,568.817158931083
620,"Geography",99,6,"A",10,42,580,1,41.06,568.817158931083
633,"Geography",99,6,"A",10,38,557,1,41.06,568.817158931083
710,"Geography",99,6,"A",10,39,576,1,41.06,568.817158931083
764,"Geography",99,6,"A",10,58,639,1,41.06,568.817158931083
806,"Geography",99,6,"A",10,34,556,1,41.06,568.817158931083
832,"Geography",99,6,"A",10,34,548,1,41.06,568.817158931083
845,"Geography",99,6,"A",10,46,593,1,41.06,568.817158931083
852,"Geography",99,6,"A",10,38,565,1,41.06,568.817158931083
944,"Geography",99,6,"A",10,42,578,1,41.06,568.817158931083
967,"Geography",99,6,"A",10,28,522,1,41.06,568.817158931083
973,"Geography",99,6,"A",10,48,604,1,41.06,568.817158931083
55,"Geography",98,6,"A",10,45,587,1,41.06,568.817158931083
109,"Geography",98,6,"A",10,23,513,1,41.06,568.817158931083
123,"Geography",98,6,"A",10,39,572,1,41.06,568.817158931083
161,"Geography",98,6,"A",10,46,592,1,41.06,568.817158931083
171,"Geography",98,6,"A",10,31,539,1,41.06,568.817158931083
188,"Geography",98,6,"A",10,43,592,1,41.06,568.817158931083
192,"Geography",98,6,"A",10,32,548,1,41.06,568.817158931083
226,"Geography",98,6,"A",10,36,552,1,41.06,568.817158931083
324,"Geography",98,6,"A",10,27,536,1,41.06,568.817158931083
337,"Geography",98,6,"A",10,47,603,1,41.06,568.817158931083
383,"Geography",98,6,"A",10,35,562,1,41.06,568.817158931083
410,"Geography",98,6,"A",10,37,562,1,41.06,568.817158931083
426,"Geography",98,6,"A",10,43,586,1,41.06,568.817158931083
434,"Geography",98,6,"A",10,43,588,1,41.06,568.817158931083
438,"Geography",98,6,"A",10,42,576,1,41.06,568.817158931083
450,"Geography",98,6,"A",10,29,533,1,41.06,568.817158931083
457,"Geography",98,6,"A",10,30,520,1,41.06,568.817158931083
462,"Geography",98,6,"A",10,33,547,1,41.06,568.817158931083
532,"Geography",98,6,"A",10,44,582,1,41.06,568.817158931083
702,"Geography",98,6,"A",10,52,620,1,41.06,568.817158931083
761,"Geography",98,6,"A",10,34,555,1,41.06,568.817158931083
926,"Geography",98,6,"A",10,47,596,1,41.06,568.817158931083
988,"Geography",98,6,"A",10,46,599,1,41.06,568.817158931083
5,"Geography",97,6,"A",10,52,616,1,41.06,568.817158931083
9,"Geography",97,6,"A",10,38,564,1,41.06,568.817158931083
107,"Geography",97,6,"A",10,37,563,1,41.06,568.817158931083
129,"Geography",97,6,"A",10,37,568,1,41.06,568.817158931083
310,"Geography",97,6,"A",10,39,570,1,41.06,568.817158931083
468,"Geography",97,6,"A",10,34,554,1,41.06,568.817158931083
495,"Geography",97,6,"A",10,35,553,1,41.06,568.817158931083
497,"Geography",97,6,"A",10,46,596,1,41.06,568.817158931083
504,"Geography",97,6,"A",10,47,599,1,41.06,568.817158931083
512,"Geography",97,6,"A",10,33,543,1,41.06,568.817158931083
539,"Geography",97,6,"A",10,48,602,1,41.06,568.817158931083
624,"Geography",97,6,"A",10,55,625,1,41.06,568.817158931083
695,"Geography",97,6,"A",10,38,558,1,41.06,568.817158931083
758,"Geography",97,6,"A",10,35,545,1,41.06,568.817158931083
788,"Geography",97,6,"A",10,42,573,1,41.06,568.817158931083
829,"Geography",97,6,"A",10,43,579,1,41.06,568.817158931083
899,"Geography",97,6,"A",10,37,569,1,41.06,568.817158931083
956,"Geography",97,6,"A",10,36,563,1,41.06,568.817158931083
972,"Geography",97,6,"A",10,44,584,1,41.06,568.817158931083
977,"Geography",97,6,"A",10,36,556,1,41.06,568.817158931083
134,"Geography",96,6,"A",10,41,574,1,41.06,568.817158931083
178,"Geography",96,6,"A",10,30,527,1,41.06,568.817158931083
206,"Geography",96,6,"A",10,40,581,1,41.06,568.817158931083
240,"Geography",96,6,"A",10,43,584,1,41.06,568.817158931083
271,"Geography",96,6,"A",10,41,576,1,41.06,568.817158931083
301,"Geography",96,6,"A",10,30,531,1,41.06,568.817158931083
314,"Geography",96,6,"A",10,45,592,1,41.06,568.817158931083
326,"Geography",96,6,"A",10,47,590,1,41.06,568.817158931083
363,"Geography",96,6,"A",10,40,580,1,41.06,568.817158931083
406,"Geography",96,6,"A",10,39,571,1,41.06,568.817158931083
413,"Geography",96,6,"A",10,40,567,1,41.06,568.817158931083
446,"Geography",96,6,"A",10,46,591,1,41.06,568.817158931083
464,"Geography",96,6,"A",10,50,610,1,41.06,568.817158931083
490,"Geography",96,6,"A",10,36,565,1,41.06,568.817158931083
541,"Geography",96,6,"A",10,43,585,1,41.06,568.817158931083
616,"Geography",96,6,"A",10,38,563,1,41.06,568.817158931083
717,"Geography",96,6,"A",10,35,545,1,41.06,568.817158931083
823,"Geography",96,6,"A",10,43,582,1,41.06,568.817158931083
834,"Geography",96,6,"A",10,41,574,1,41.06,568.817158931083
869,"Geography",96,6,"A",10,37,560,1,41.06,568.817158931083
969,"Geography",96,6,"A",10,28,525,1,41.06,568.817158931083
14,"Geography",95,6,"A",10,45,596,1,41.06,568.817158931083
58,"Geography",95,6,"A",10,44,590,1,41.06,568.817158931083
65,"Geography",95,6,"A",10,56,626,1,41.06,568.817158931083
72,"Geography",95,6,"A",10,29,525,1,41.06,568.817158931083
130,"Geography",95,6,"A",10,52,618,1,41.06,568.817158931083
220,"Geography",95,6,"A",10,50,611,1,41.06,568.817158931083
263,"Geography",95,6,"A",10,43,578,1,41.06,568.817158931083
378,"Geography",95,6,"A",10,28,522,1,41.06,568.817158931083
449,"Geography",95,6,"A",10,42,568,1,41.06,568.817158931083
510,"Geography",95,6,"A",10,42,578,1,41.06,568.817158931083
515,"Geography",95,6,"A",10,52,620,1,41.06,568.817158931083
526,"Geography",95,6,"A",10,40,568,1,41.06,568.817158931083
553,"Geography",95,6,"A",10,39,564,1,41.06,568.817158931083
585,"Geography",95,6,"A",10,44,578,1,41.06,568.817158931083
602,"Geography",95,6,"A",10,44,583,1,41.06,568.817158931083
607,"Geography",95,6,"A",10,43,583,1,41.06,568.817158931083
608,"Geography",95,6,"A",10,45,595,1,41.06,568.817158931083
636,"Geography",95,6,"A",10,26,523,1,41.06,568.817158931083
782,"Geography",95,6,"A",10,48,601,1,41.06,568.817158931083
792,"Geography",95,6,"A",10,50,612,1,41.06,568.817158931083
809,"Geography",95,6,"A",10,53,610,1,41.06,568.817158931083
811,"Geography",95,6,"A",10,32,548,1,41.06,568.817158931083
839,"Geography",95,6,"A",10,58,638,1,41.06,568.817158931083
842,"Geography",95,6,"A",10,40,566,1,41.06,568.817158931083
843,"Geography",95,6,"A",10,40,573,1,41.06,568.817158931083
898,"Geography",95,6,"A",10,33,547,1,41.06,568.817158931083
12,"Geography",94,5,"B",8,52,627,1,38.88,568.817158931083
97,"Geography",94,5,"B",8,34,556,1,38.88,568.817158931083
151,"Geography",94,5,"B",8,48,613,0,38.88,568.817158931083
152,"Geography",94,5,"B",8,24,525,0,38.88,568.817158931083
179,"Geography",94,5,"B",8,33,547,0,38.88,568.817158931083
311,"Geography",94,5,"B",8,33,550,0,38.88,568.817158931083
313,"Geography",94,6,"A",10,50,609,1,41.06,568.817158931083
420,"Geography",94,6,"A",10,37,556,1,41.06,568.817158931083
422,"Geography",94,6,"A",10,35,544,1,41.06,568.817158931083
455,"Geography",94,6,"A",10,36,550,1,41.06,568.817158931083
485,"Geography",94,6,"A",10,42,581,1,41.06,568.817158931083
549,"Geography",94,6,"A",10,41,573,1,41.06,568.817158931083
648,"Geography",94,6,"A",10,42,583,1,41.06,568.817158931083
654,"Geography",94,6,"A",10,49,611,1,41.06,568.817158931083
693,"Geography",94,6,"A",10,54,624,1,41.06,568.817158931083
700,"Geography",94,6,"A",10,41,570,1,41.06,568.817158931083
706,"Geography",94,6,"A",10,43,567,1,41.06,568.817158931083
753,"Geography",94,6,"A",10,43,568,1,41.06,568.817158931083
769,"Geography",94,6,"A",10,44,581,1,41.06,568.817158931083
790,"Geography",94,6,"A",10,41,572,1,41.06,568.817158931083
900,"Geography",94,6,"A",10,34,547,1,41.06,568.817158931083
953,"Geography",94,6,"A",10,42,573,1,41.06,568.817158931083
961,"Geography",94,6,"A",10,54,620,1,41.06,568.817158931083
13,"Geography",93,5,"B",8,33,555,0,38.88,568.817158931083
43,"Geography",93,5,"B",8,48,604,1,38.88,568.817158931083
64,"Geography",93,5,"B",8,26,522,0,38.88,568.817158931083
80,"Geography",93,5,"B",8,52,620,1,38.88,568.817158931083
85,"Geography",93,5,"B",8,38,573,0,38.88,568.817158931083
190,"Geography",93,5,"B",8,33,559,0,38.88,568.817158931083
249,"Geography",93,5,"B",8,27,517,0,38.88,568.817158931083
281,"Geography",93,5,"B",8,35,557,0,38.88,568.817158931083
417,"Geography",93,5,"B",8,37,556,1,38.88,568.817158931083
454,"Geography",93,5,"B",8,30,541,0,38.88,568.817158931083
480,"Geography",93,5,"B",8,36,553,0,38.88,568.817158931083
502,"Geography",93,5,"B",8,44,590,1,38.88,568.817158931083
505,"Geography",93,5,"B",8,36,553,1,38.88,568.817158931083
519,"Geography",93,5,"B",8,38,576,0,38.88,568.817158931083
578,"Geography",93,5,"B",8,50,616,1,38.88,568.817158931083
718,"Geography",93,5,"B",8,40,577,0,38.88,568.817158931083
724,"Geography",93,5,"B",8,45,583,1,38.88,568.817158931083
814,"Geography",93,5,"B",8,34,547,1,38.88,568.817158931083
861,"Geography",93,5,"B",8,41,579,1,38.88,568.817158931083
866,"Geography",93,5,"B",8,37,565,1,38.88,568.817158931083
883,"Geography",93,5,"B",8,38,579,0,38.88,568.817158931083
964,"Geography",93,5,"B",8,36,556,0,38.88,568.817158931083
997,"Geography",93,5,"B",8,56,630,1,38.88,568.817158931083
56,"Geography",92,5,"B",8,55,628,1,38.88,568.817158931083
57,"Geography",92,5,"B",8,48,606,1,38.88,568.817158931083
102,"Geography",92,5,"B",8,46,605,1,38.88,568.817158931083
124,"Geography",92,5,"B",8,38,565,1,38.88,568.817158931083
170,"Geography",92,5,"B",8,39,564,1,38.88,568.817158931083
212,"Geography",92,5,"B",8,36,564,0,38.88,568.817158931083
370,"Geography",92,5,"B",8,32,546,1,38.88,568.817158931083
392,"Geography",92,5,"B",8,43,597,1,38.88,568.817158931083
397,"Geography",92,5,"B",8,48,610,1,38.88,568.817158931083
403,"Geography",92,5,"B",8,35,545,1,38.88,568.817158931083
429,"Geography",92,5,"B",8,27,519,0,38.88,568.817158931083
433,"Geography",92,5,"B",8,34,547,0,38.88,568.817158931083
582,"Geography",92,5,"B",8,46,600,1,38.88,568.817158931083
600,"Geography",92,5,"B",8,51,620,1,38.88,568.817158931083
637,"Geography",92,5,"B",8,40,573,0,38.88,568.817158931083
676,"Geography",92,5,"B",8,27,532,0,38.88,568.817158931083
725,"Geography",92,5,"B",8,42,591,1,38.88,568.817158931083
754,"Geography",92,5,"B",8,46,588,1,38.88,568.817158931083
838,"Geography",92,5,"B",8,41,584,1,38.88,568.817158931083
853,"Geography",92,5,"B",8,32,544,1,38.88,568.817158931083
856,"Geography",92,5,"B",8,35,558,1,38.88,568.817158931083
870,"Geography",92,5,"B",8,42,582,1,38.88,568.817158931083
907,"Geography",92,5,"B",8,26,517,0,38.88,568.817158931083
909,"Geography",92,5,"B",8,30,535,0,38.88,568.817158931083
924,"Geography",92,5,"B",8,42,580,1,38.88,568.817158931083
975,"Geography",92,5,"B",8,45,586,1,38.88,568.817158931083
51,"Geography",91,5,"B",8,46,594,1,38.88,568.817158931083
66,"Geography",91,5,"B",8,41,574,1,38.88,568.817158931083
163,"Geography",91,5,"B",8,46,595,1,38.88,568.817158931083
199,"Geography",91,5,"B",8,25,522,0,38.88,568.817158931083
203,"Geography",91,5,"B",8,56,631,1,38.88,568.817158931083
204,"Geography",91,5,"B",8,32,542,1,38.88,568.817158931083
230,"Geography",91,5,"B",8,35,558,1,38.88,568.817158931083
266,"Geography",91,5,"B",8,46,601,1,38.88,568.817158931083
285,"Geography",91,5,"B",8,43,578,1,38.88,568.817158931083
293,"Geography",91,5,"B",8,16,481,0,38.88,568.817158931083
300,"Geography",91,5,"B",8,52,621,1,38.88,568.817158931083
389,"Geography",91,5,"B",8,35,558,1,38.88,568.817158931083
435,"Geography",91,5,"B",8,45,592,1,38.88,568.817158931083
447,"Geography",91,5,"B",8,35,554,0,38.88,568.817158931083
448,"Geography",91,5,"B",8,30,538,1,38.88,568.817158931083
476,"Geography",91,5,"B",8,38,561,0,38.88,568.817158931083
507,"Geography",91,5,"B",8,32,541,1,38.88,568.817158931083
544,"Geography",91,5,"B",8,53,615,1,38.88,568.817158931083
597,"Geography",91,5,"B",8,42,581,1,38.88,568.817158931083
658,"Geography",91,5,"B",8,43,578,1,38.88,568.817158931083
785,"Geography",91,5,"B",8,24,515,0,38.88,568.817158931083
855,"Geography",91,5,"B",8,52,621,1,38.88,568.817158931083
874,"Geography",91,5,"B",8,58,647,1,38.88,568.817158931083
897,"Geography",91,5,"B",8,45,585,1,38.88,568.817158931083
916,"Geography",91,5,"B",8,33,550,1,38.88,568.817158931083
928,"Geography",91,5,"B",8,55,617,1,38.88,568.817158931083
976,"Geography",91,5,"B",8,36,558,0,38.88,568.817158931083
10,"Geography",90,5,"B",8,28,538,0,38.88,568.817158931083
23,"Geography",90,5,"B",8,52,616,1,38.88,568.817158931083
70,"Geography",90,5,"B",8,37,565,1,38.88,568.817158931083
